date,zone,supply_area,day_of_week,time_of_supply,hours_of_supply,population_served,demand_forecast_m3,actual_consumption_m3,price_per_litre,pipe_leakage_m3,complaints_received,rainfall_mm
2022-08-17,Southern,Area 2,Wednesday,Afternoon,12,11463,513,524.4926368192919,0.10382694103699891,253,4,7.375983172743951
2022-08-18,Western,Area 2,Thursday,Morning,12,11059,370,373.2136765586935,0.12242682583562518,262,4,8.14626697777358
2022-08-19,Southern,Area 2,Friday,Afternoon,12,11117,447,445.4371198377445,0.11949780557982274,265,5,7.031815336300582
2022-08-20,Western,Area 5,Saturday,Afternoon,12,10549,318,312.7649850585914,0.11194810759231491,250,6,11.014963794378176
2022-08-21,Western,Area 6,Sunday,Afternoon,12,10932,420,431.97732728018894,0.10983325971313038,248,5,8.202991421067857
2022-08-22,Southern,Area 4,Monday,Afternoon,12,11144,310,307.267262162178,0.10564033255480357,248,6,8.697597975013013
2022-08-23,Southern,Area 6,Tuesday,Morning,12,11228,390,400.9415265290312,0.114287647166974,250,4,6.32665597246426
2022-08-24,Central,Area 6,Wednesday,Morning,12,11464,449,460.31950436497607,0.10131604559510113,246,4,8.077972537385396
2022-08-25,Southern,Area 6,Thursday,Afternoon,12,10955,357,359.7615176808416,0.1102491820463391,240,5,4.624278720665863
2022-08-26,Western,Area 6,Friday,Morning,12,11063,412,400.078130948664,0.11033843466118605,250,4,6.335122572557877
2022-08-27,Central,Area 3,Saturday,Afternoon,12,11161,489,475.206729542473,0.12348066637621705,247,3,5.352815921142666
2022-08-28,Western,Area 2,Sunday,Afternoon,12,10513,474,457.99837545262477,0.10966777635164585,245,4,0.07617554911219515
2022-08-29,Western,Area 2,Monday,Afternoon,12,10031,490,512.0217761044836,0.11137465947990355,249,4,0.0
2022-08-30,Southern,Area 3,Tuesday,Afternoon,12,11396,603,600.1297362841511,0.10831508620461991,248,5,0.3681025997846463
2022-08-31,Central,Area 6,Wednesday,Afternoon,12,11838,693,689.2675459219595,0.10538861850046993,239,4,0.5546846679553026
2022-09-01,Southern,Area 1,Thursday,Afternoon,12,11205,668,636.1290262540099,0.11328571404034736,249,2,2.458490628009621
2022-09-02,Western,Area 5,Friday,Afternoon,12,10709,694,680.396771281051,0.10966152585670376,245,3,5.207985395720464
2022-09-03,Western,Area 3,Saturday,Morning,12,11229,686,708.5731186224742,0.12264859522646555,241,5,9.474527867762536
2022-09-04,Western,Area 6,Sunday,Afternoon,12,11357,846,829.8523606821074,0.11167784486947008,245,5,6.964664842613032
2022-09-05,Southern,Area 3,Monday,Morning,12,10688,660,640.6744188466471,0.11156646239974183,246,4,10.487777731991965
2022-09-06,Central,Area 3,Tuesday,Afternoon,12,11145,784,819.4076126452438,0.1,240,5,10.236252188070841
2022-09-07,Central,Area 5,Wednesday,Morning,12,10584,764,774.4314018582512,0.11571275667799465,243,4,10.556906991131688
2022-09-08,Western,Area 1,Thursday,Morning,12,11423,756,747.403937829001,0.11203603739491383,244,4,10.831261886266573
2022-09-09,Central,Area 6,Friday,Afternoon,12,11114,683,710.4421541640492,0.11785177289784846,242,5,11.231353900792985
2022-09-10,Southern,Area 3,Saturday,Morning,12,11206,730,718.2467252335647,0.11241493211294024,239,7,12.151794248452806
2022-09-11,Southern,Area 6,Sunday,Afternoon,12,11571,726,706.4102994889417,0.11862384864630116,240,4,13.27045300201045
2022-09-12,Southern,Area 4,Monday,Morning,12,11488,602,594.7877603451145,0.11747711070683435,238,4,12.045429362836343
2022-09-13,Western,Area 2,Tuesday,Morning,12,11186,625,653.4277207587262,0.1,244,3,9.872929000433874
2022-09-14,Central,Area 2,Wednesday,Morning,12,11708,572,548.3075169388112,0.11829548475676391,231,4,3.1025729794361743
2022-09-15,Western,Area 5,Thursday,Morning,12,10000,363,367.96246474566465,0.11485935900276752,239,5,5.464101770730619
2022-09-16,Southern,Area 1,Friday,Morning,12,12237,500,483.5231179667071,0.121489306905176,231,5,4.878979602437522
2022-09-17,Southern,Area 4,Saturday,Morning,12,12174,503,526.7497853912308,0.1130983277585156,230,4,0.0
2022-09-18,Southern,Area 2,Sunday,Morning,12,10362,368,359.08856959872,0.10619949322330796,228,6,0.38526680269505675
2022-09-19,Central,Area 3,Monday,Morning,12,11080,357,340.94600242333524,0.11478748799951002,235,2,3.966731998357824
2022-09-20,Western,Area 5,Tuesday,Morning,12,11639,374,383.0603184907849,0.11284548760194381,237,4,3.289568048521985
2022-09-21,Southern,Area 3,Wednesday,Afternoon,12,12140,436,416.29229121779485,0.10883350318301817,228,6,4.043024722689447
2022-09-22,Southern,Area 2,Thursday,Morning,12,10859,386,367.8973635559324,0.11610132634261833,229,4,5.396748252193332
2022-09-23,Southern,Area 1,Friday,Morning,12,11014,492,494.8877946315607,0.12237048945260433,237,5,7.407516641195943
2022-09-24,Central,Area 6,Saturday,Afternoon,12,10838,388,372.076873047657,0.11464990009754905,232,5,6.950776873458079
2022-09-25,Southern,Area 6,Sunday,Afternoon,12,12041,425,422.1608771639424,0.12168833116410335,238,4,15.18532576791325
2022-09-26,Central,Area 1,Monday,Afternoon,12,10599,337,353.74121004327975,0.10229379773324901,224,2,14.052480731546275
2022-09-27,Southern,Area 2,Tuesday,Morning,12,11430,514,507.8495341364521,0.12010789393735571,232,6,11.370180101144413
2022-09-28,Western,Area 3,Wednesday,Morning,12,11707,557,562.203695426933,0.11479093373763863,229,5,11.365595326297793
2022-09-29,Western,Area 3,Thursday,Afternoon,12,11995,592,612.9520966309883,0.11644376229437227,229,3,8.908063518841281
2022-09-30,Western,Area 4,Friday,Afternoon,12,11675,700,732.3094144118401,0.1187396112026895,237,3,10.419500995933655
2022-10-01,Central,Area 1,Saturday,Morning,12,11319,673,651.7902111526261,0.11581281161136309,226,4,4.514073774326175
2022-10-02,Western,Area 5,Sunday,Morning,12,11540,716,709.7179463310599,0.11606864297191628,221,5,4.344574771596639
2022-10-03,Western,Area 5,Monday,Morning,12,11448,714,714.1469153692045,0.11612972792736202,234,5,6.247303272550511
2022-10-04,Southern,Area 2,Tuesday,Afternoon,12,11924,846,842.5450184461662,0.10796990876729372,225,4,2.003236335519312
2022-10-05,Western,Area 2,Wednesday,Afternoon,12,11546,730,729.9485476347627,0.10917008487036507,219,5,6.601189330692446
2022-10-06,Western,Area 6,Thursday,Afternoon,12,10965,823,859.120141600012,0.11768171358549015,233,5,2.66618720431401
2022-10-07,Southern,Area 3,Friday,Morning,12,11746,782,804.2232735191325,0.11182234090355846,226,4,2.992697303745441
2022-10-08,Southern,Area 2,Saturday,Afternoon,12,11406,790,828.4529968731784,0.11432096948069899,231,3,0.0
2022-10-09,Western,Area 2,Sunday,Morning,12,11301,771,764.6847844212133,0.10997447438175158,223,5,0.6988508153388038
2022-10-10,Western,Area 1,Monday,Afternoon,12,11843,713,679.7550807690781,0.12101602181893696,217,3,3.496817749371683
2022-10-11,Southern,Area 4,Tuesday,Afternoon,12,10904,518,538.1763451721649,0.10846302266448157,229,4,8.576908794618786
2022-10-12,Southern,Area 1,Wednesday,Morning,12,11670,670,642.2416496689688,0.11740740343184686,229,4,6.550944409528278
2022-10-13,Western,Area 3,Thursday,Afternoon,12,12125,724,729.6222259809722,0.11036919422917099,220,5,5.602159349196583
2022-10-14,Western,Area 5,Friday,Afternoon,12,10352,476,455.0997147213081,0.1154599985773968,231,4,7.863699449956958
2022-10-15,Southern,Area 3,Saturday,Afternoon,12,11685,552,563.9618837474977,0.12378562647291315,218,5,7.22509215935725
2022-10-16,Central,Area 4,Sunday,Afternoon,12,11213,446,457.59710819014754,0.10445171788530977,218,5,10.024470702298848
2022-10-17,Western,Area 2,Monday,Morning,12,12184,490,466.27579969426046,0.11521432068014349,219,7,9.34677202539827
2022-10-18,Central,Area 2,Tuesday,Morning,12,11677,409,393.59580603088153,0.11263770861976809,234,3,12.812240727325824
2022-10-19,Central,Area 6,Wednesday,Afternoon,12,12330,364,381.0736630470725,0.11014631388081016,222,6,9.404245157814604
2022-10-20,Central,Area 1,Thursday,Morning,12,11386,351,352.1997477231887,0.11332053225267494,220,5,3.816459320602555
2022-10-21,Central,Area 1,Friday,Morning,12,11119,341,333.9843089923664,0.11714971830066323,216,4,7.993762057939731
2022-10-22,Western,Area 2,Saturday,Afternoon,12,11829,410,419.8791406046838,0.12053297410350866,212,6,7.375631928788235
2022-10-23,Western,Area 1,Sunday,Afternoon,12,11299,410,427.5650189032513,0.11301150614485363,212,5,8.258253266605434
2022-10-24,Southern,Area 2,Monday,Morning,12,12607,422,406.6900794982114,0.12106057209527618,219,6,8.46963780814335
2022-10-25,Southern,Area 4,Tuesday,Morning,12,11728,413,403.1858123846749,0.10834119568014854,221,5,4.050370899549247
2022-10-26,Southern,Area 5,Wednesday,Afternoon,12,11526,459,460.70078375842684,0.11950005599639442,218,3,2.981976591988964
2022-10-27,Southern,Area 4,Thursday,Morning,12,11029,435,418.50088390623915,0.12032198211846404,221,4,4.29541655112962
2022-10-28,Central,Area 1,Friday,Morning,12,11879,560,533.0736929815872,0.11011706454340574,217,4,0.0
2022-10-29,Western,Area 1,Saturday,Afternoon,12,10796,532,521.1973807796795,0.12445436460210993,217,4,0.0
2022-10-30,Western,Area 4,Sunday,Afternoon,12,11913,788,819.0651203963442,0.1196278137923585,215,4,1.0319584613507713
2022-10-31,Central,Area 3,Monday,Afternoon,12,10657,677,681.1039269851734,0.11693113434894968,212,4,6.974475241911687
2022-11-01,Central,Area 5,Tuesday,Afternoon,12,12305,685,668.2664516504556,0.11935548900064825,215,6,3.423904511450229
2022-11-02,Southern,Area 6,Wednesday,Afternoon,12,11207,754,748.9149390223137,0.11341849543698751,212,7,4.073660025668065
2022-11-03,Central,Area 3,Thursday,Afternoon,12,11749,761,772.6079195211612,0.10978904033738962,211,5,6.411041768056601
2022-11-04,Southern,Area 3,Friday,Morning,12,12051,892,920.023306680327,0.12255944886954014,219,5,9.158526732806065
2022-11-05,Central,Area 4,Saturday,Afternoon,12,11665,872,914.0920122936964,0.11656856336986615,211,4,10.519241579451824
2022-11-06,Western,Area 5,Sunday,Morning,12,11330,691,662.938524446723,0.12305040471469074,213,4,8.600549458656948
2022-11-07,Central,Area 1,Monday,Afternoon,12,12194,740,716.0167379814327,0.11586478487735553,221,6,7.405194923531868
2022-11-08,Central,Area 1,Tuesday,Morning,12,11486,728,720.0681205049726,0.11671820758117854,220,4,10.838164628165806
2022-11-09,Western,Area 6,Wednesday,Afternoon,12,11811,741,740.3888341351698,0.10614504198222892,205,6,8.608438400241173
2022-11-10,Western,Area 2,Thursday,Morning,12,12957,758,773.6957030262597,0.11834029539965034,205,6,8.684899151526533
2022-11-11,Central,Area 4,Friday,Afternoon,12,11127,572,561.7176028231186,0.12169160557295655,213,4,10.80602756294815
2022-11-12,Southern,Area 5,Saturday,Afternoon,12,11331,603,617.5434728340953,0.1099366179988776,207,6,8.847065252771525
2022-11-13,Central,Area 4,Sunday,Afternoon,12,11305,519,505.7515219320884,0.12200158798156774,212,6,6.217155159627265
2022-11-14,Central,Area 1,Monday,Morning,12,11446,411,418.53947041166754,0.12140623997975593,204,2,7.478751671074567
2022-11-15,Southern,Area 6,Tuesday,Morning,12,11704,443,430.2583451219845,0.11468149317023218,211,5,3.6786354392283305
2022-11-16,Western,Area 3,Wednesday,Afternoon,12,11247,392,402.2098973316689,0.11402292448864365,205,7,3.5894421233989156
2022-11-17,Western,Area 1,Thursday,Afternoon,12,11292,393,379.17863455990323,0.12106461737635646,212,3,0.3257574160778095
2022-11-18,Central,Area 5,Friday,Morning,12,11935,420,438.8633646765668,0.11970204074670134,202,4,0.0
2022-11-19,Western,Area 6,Saturday,Afternoon,12,11582,392,401.1780772442508,0.12555569824687365,207,7,3.9362993566179934
2022-11-20,Central,Area 4,Sunday,Afternoon,12,12425,372,363.8833615284618,0.11372330119055891,202,4,4.529327648719984
2022-11-21,Central,Area 3,Monday,Afternoon,12,11588,470,449.77420269590345,0.1177067018880088,198,5,3.3904938423483415
2022-11-22,Western,Area 2,Tuesday,Afternoon,12,10684,293,302.1822957091178,0.11621722435629037,207,5,7.819560818302671
2022-11-23,Southern,Area 4,Wednesday,Morning,12,12629,572,571.2069320343174,0.10825906295903151,202,3,8.692704438000773
2022-11-24,Southern,Area 2,Thursday,Afternoon,12,11167,448,454.3157307164614,0.11164193348130118,208,3,8.914950662564785
2022-11-25,Central,Area 4,Friday,Morning,12,11531,570,548.5385250030268,0.10920306316964846,209,5,9.539205555661916
2022-11-26,Southern,Area 4,Saturday,Afternoon,12,12014,467,446.78198869698537,0.10972885423737298,201,6,12.418703067635896
2022-11-27,Central,Area 2,Sunday,Morning,12,12350,572,548.5792342045472,0.11650772004751178,209,4,8.83209967661879
2022-11-28,Southern,Area 4,Monday,Morning,12,12094,657,653.5893300014621,0.11493368689811082,192,2,10.392849778818304
2022-11-29,Central,Area 1,Tuesday,Afternoon,12,11370,703,682.9983075459762,0.12383048677487893,200,4,8.473989028523457
2022-11-30,Southern,Area 1,Wednesday,Morning,12,11619,726,706.845724824399,0.12033487586828599,202,3,12.19036866811769
2022-12-01,Southern,Area 2,Thursday,Morning,12,11594,726,718.8774110215724,0.11452776146547551,203,4,8.817571114890653
2022-12-02,Southern,Area 2,Friday,Afternoon,12,11155,671,650.1028483257222,0.1138747307364547,204,3,3.020548074191442
2022-12-03,Western,Area 3,Saturday,Morning,12,11871,803,802.3993639091922,0.10698280695144242,192,4,1.8393891013569945
2022-12-04,Southern,Area 5,Sunday,Afternoon,12,12620,821,789.8863927650891,0.11975131683350582,202,5,2.973626859982109
2022-12-05,Central,Area 6,Monday,Afternoon,12,11635,770,802.6831904316427,0.1205603150895436,204,5,1.5490357174167095
2022-12-06,Southern,Area 4,Tuesday,Morning,12,12558,781,809.7162622216772,0.11946769168279325,195,4,5.93199997116737
2022-12-07,Western,Area 4,Wednesday,Morning,12,11627,733,752.5658074011319,0.11706714730361865,194,5,0.0
2022-12-08,Central,Area 1,Thursday,Morning,12,12042,747,783.0140671110154,0.1199537952724059,201,4,1.0089084255838627
2022-12-09,Western,Area 2,Friday,Afternoon,12,12353,755,719.7249911943877,0.12256650610739604,198,5,0.0
2022-12-10,Southern,Area 2,Saturday,Morning,12,11450,653,641.0250447098078,0.12175556059944087,202,6,5.3880012991306545
2022-12-11,Southern,Area 3,Sunday,Morning,12,11506,554,562.6547807423165,0.1152380342763727,189,5,6.966380182214857
2022-12-12,Western,Area 1,Monday,Morning,12,12154,628,606.1712498792313,0.11596690026377539,194,3,5.443036777354377
2022-12-13,Central,Area 4,Tuesday,Morning,12,11447,494,495.1739739335951,0.1214958618218876,193,5,8.186396635675951
2022-12-14,Central,Area 3,Wednesday,Morning,12,12353,561,534.1067961979961,0.1141229620843997,193,3,6.117606606731482
2022-12-15,Western,Area 6,Thursday,Afternoon,12,11278,415,398.1471339042384,0.12620351164467242,189,5,13.34736932483519
2022-12-16,Western,Area 3,Friday,Afternoon,12,11256,444,446.7917469445626,0.11803322942464127,202,5,7.227119715782456
2022-12-17,Central,Area 1,Saturday,Afternoon,12,12797,493,488.7548324801186,0.1262340696308748,196,4,10.333965543183767
2022-12-18,Southern,Area 3,Sunday,Afternoon,12,12071,491,492.1859162648961,0.11943305805742338,197,6,8.712014061576491
2022-12-19,Central,Area 1,Monday,Morning,12,11779,390,401.95562991478954,0.12440193722253357,193,6,10.239946316989519
2022-12-20,Western,Area 1,Tuesday,Afternoon,12,12176,406,389.03905109190515,0.11778627085610303,193,5,5.626313437775981
2022-12-21,Western,Area 4,Wednesday,Afternoon,12,11744,417,423.5173503855737,0.12156261422815767,193,4,6.519277008579299
2022-12-22,Southern,Area 2,Thursday,Afternoon,12,12947,500,510.5761023458374,0.11162436087503591,191,5,5.5876063819491195
2022-12-23,Southern,Area 5,Friday,Afternoon,12,11421,402,394.1769256008511,0.12240407084471681,200,4,5.4277812313041185
2022-12-24,Western,Area 5,Saturday,Morning,12,11191,462,471.6486367602851,0.11740241236765828,183,3,3.5309117152238376
2022-12-25,Central,Area 1,Sunday,Afternoon,12,12042,571,548.7817871234225,0.12000575887842885,192,3,3.354673765568714
2022-12-26,Southern,Area 2,Monday,Afternoon,12,11844,536,517.2570849848452,0.12258924026477712,190,4,0.0
2022-12-27,Southern,Area 6,Tuesday,Morning,12,11320,561,554.2008177056777,0.1268986585153115,187,5,0.6331908180396845
2022-12-28,Western,Area 1,Wednesday,Morning,12,11985,703,721.4159291824932,0.11064550188960912,182,4,4.292543230425392
2022-12-29,Southern,Area 6,Thursday,Afternoon,12,11405,583,610.7110364553494,0.1231613384017509,199,7,6.206924597487139
2022-12-30,Central,Area 6,Friday,Afternoon,12,11987,644,637.9076710444134,0.11293025738764206,188,4,9.018698937089482
2022-12-31,Central,Area 6,Saturday,Afternoon,12,12804,781,800.1338647507628,0.1223749179379296,183,4,3.824666228754395
2023-01-01,Western,Area 4,Sunday,Afternoon,12,11727,677,643.7457683771694,0.11722736206082841,195,6,4.190831916085715
2023-01-02,Western,Area 1,Monday,Morning,12,12033,799,826.0211379910708,0.11653595679436604,193,7,5.493878290333553
2023-01-03,Central,Area 6,Tuesday,Afternoon,12,12630,760,745.1765216039946,0.11631573873733297,185,5,7.753594690427071
2023-01-04,Central,Area 1,Wednesday,Afternoon,12,12220,707,672.994671336561,0.12469572611107371,180,6,7.602019451310905
2023-01-05,Western,Area 2,Thursday,Morning,12,12140,774,771.9251844492778,0.11861296224240789,195,4,10.063037294722331
2023-01-06,Central,Area 4,Friday,Morning,12,11884,839,870.6408217516681,0.11777513953018548,182,4,9.366489514297236
2023-01-07,Central,Area 2,Saturday,Morning,12,11459,709,681.5934024237732,0.12279998040949743,183,4,7.595371737563175
2023-01-08,Southern,Area 4,Sunday,Morning,12,12100,639,610.6030281049523,0.1229960496049496,181,5,11.364749978748051
2023-01-09,Western,Area 3,Monday,Morning,12,12206,636,616.7047782017642,0.12216500971255094,188,3,6.34707324451252
2023-01-10,Southern,Area 6,Tuesday,Morning,12,11813,549,575.4681957055981,0.12557331967508786,189,3,8.478800476662274
2023-01-11,Southern,Area 1,Wednesday,Afternoon,12,12491,599,586.4683681442232,0.11932556152782911,195,5,13.275081886354972
2023-01-12,Central,Area 5,Thursday,Afternoon,12,11991,611,585.8722860616645,0.11245579205341638,192,6,6.695394457682167
2023-01-13,Western,Area 1,Friday,Afternoon,12,12551,619,588.4943070681554,0.12415070987306936,184,2,10.617551911197664
2023-01-14,Central,Area 5,Saturday,Afternoon,12,11664,504,498.14423578730947,0.11570530506694685,190,5,2.017240642892326
2023-01-15,Western,Area 2,Sunday,Morning,12,11510,354,370.8259923284209,0.11831811377139327,178,6,2.8053550547963075
2023-01-16,Southern,Area 2,Monday,Afternoon,12,12215,307,297.47635627279953,0.1182790756193845,181,6,0.5096027598530679
2023-01-17,Western,Area 4,Tuesday,Afternoon,12,11522,294,281.64656084422256,0.12043185083619201,183,5,4.468854190073321
2023-01-18,Southern,Area 2,Wednesday,Morning,12,11809,383,397.5029367368617,0.11439959650564799,183,4,0.0
2023-01-19,Western,Area 2,Thursday,Morning,12,12412,427,405.8313624338222,0.115005756741976,183,2,4.536411093601651
2023-01-20,Southern,Area 5,Friday,Afternoon,12,11233,486,474.8478704174881,0.12114964612720537,176,3,8.95106608598818
2023-01-21,Central,Area 3,Saturday,Morning,12,11541,372,361.48998215425235,0.12313618197835785,182,6,8.640550804303475
2023-01-22,Southern,Area 2,Sunday,Morning,12,12508,477,486.28482214213005,0.11273432840467422,180,5,9.28220132153787
2023-01-23,Southern,Area 2,Monday,Afternoon,12,12931,515,532.491659516024,0.11861832114215219,177,6,6.60556395626399
2023-01-24,Central,Area 5,Tuesday,Morning,12,12064,472,477.0415280983972,0.11613249772223416,174,3,6.850803466285195
2023-01-25,Southern,Area 2,Wednesday,Morning,12,11340,464,468.28293167019433,0.12000672184795246,181,4,10.513801372660422
2023-01-26,Central,Area 4,Thursday,Morning,12,12070,651,679.7478493115478,0.1234515847135901,185,5,10.896572274626973
2023-01-27,Southern,Area 1,Friday,Afternoon,12,12093,644,658.5966119295097,0.1131097438051492,175,5,10.925084318501773
2023-01-28,Southern,Area 5,Saturday,Morning,12,12205,673,652.6942770323894,0.11929746685174822,176,5,9.898615973060133
2023-01-29,Southern,Area 5,Sunday,Morning,12,11977,665,638.7192789770777,0.11712203254166519,184,6,8.591734755361593
2023-01-30,Central,Area 3,Monday,Afternoon,12,12063,744,762.3176976972234,0.11503097557251987,178,5,6.653075113235865
2023-01-31,Central,Area 5,Tuesday,Morning,12,11403,788,786.281055906172,0.12104581856038098,171,5,9.521853533274035
2023-02-01,Central,Area 5,Wednesday,Afternoon,12,12626,824,817.3447708473952,0.12122335192509617,176,5,0.7735834245467341
2023-02-02,Western,Area 5,Thursday,Afternoon,12,11672,833,803.662065345862,0.12085480350495605,182,5,5.160314499472321
2023-02-03,Western,Area 5,Friday,Morning,12,12446,852,889.7570492238737,0.11588237392909417,184,4,6.430621629691247
2023-02-04,Southern,Area 1,Saturday,Morning,12,13078,857,864.8262651959808,0.11411356855511848,172,5,4.362829182819063
2023-02-05,Southern,Area 6,Sunday,Morning,12,11409,664,689.5311055160341,0.11470174246439703,173,4,0.21138333642837415
2023-02-06,Southern,Area 5,Monday,Afternoon,12,12736,805,810.609494662463,0.12301824761090446,175,5,4.628951209438948
2023-02-07,Western,Area 6,Tuesday,Afternoon,12,12334,730,698.4513525995832,0.1216035535520108,181,5,5.532544366545308
2023-02-08,Central,Area 1,Wednesday,Afternoon,12,11309,706,685.2601281755792,0.11334268224691905,177,5,0.0156341921363925
2023-02-09,Southern,Area 4,Thursday,Morning,12,12228,566,560.1689708826242,0.11931693234201794,175,3,7.308660705595487
2023-02-10,Southern,Area 1,Friday,Afternoon,12,12704,600,611.3674406529557,0.11992537874889966,172,3,8.200315839751461
2023-02-11,Western,Area 2,Saturday,Afternoon,12,11934,495,503.5332544436179,0.12634858233328308,179,5,6.856509934895469
2023-02-12,Central,Area 4,Sunday,Afternoon,12,12207,465,454.3356105561442,0.12384971875612982,181,6,7.121391281582927
2023-02-13,Central,Area 4,Monday,Afternoon,12,12514,499,518.2676865971075,0.1247608682733194,171,3,12.051955332671968
2023-02-14,Southern,Area 3,Tuesday,Morning,12,11981,419,427.02880395730773,0.11926058052839243,165,5,10.667208086739572
2023-02-15,Southern,Area 5,Wednesday,Afternoon,12,12250,480,461.2596519713936,0.11500862970674089,175,4,10.66856402521601
2023-02-16,Southern,Area 3,Thursday,Morning,12,12488,465,471.621659358172,0.12090556588025839,176,6,9.845715331217454
2023-02-17,Central,Area 3,Friday,Morning,12,12918,485,464.83735808422705,0.12449609397154023,177,4,11.625739120993437
2023-02-18,Western,Area 3,Saturday,Afternoon,12,11931,354,358.5428624631738,0.1225010780117014,177,3,7.949162401277617
2023-02-19,Central,Area 6,Sunday,Afternoon,12,12076,429,420.18057364249313,0.12785358916248266,181,4,5.245048656782481
2023-02-20,Western,Area 3,Monday,Morning,12,12127,482,472.4557410233285,0.12024522673334273,179,4,9.288087891951943
2023-02-21,Western,Area 5,Tuesday,Morning,12,12303,418,435.5959734445523,0.11755058931923952,168,5,9.251156523885308
2023-02-22,Southern,Area 4,Wednesday,Afternoon,12,12170,521,509.1762592959721,0.1187574484091275,169,4,4.721061112535638
2023-02-23,Southern,Area 1,Thursday,Morning,12,12104,548,555.5913292257212,0.12875940663006713,157,4,4.57839319520054
2023-02-24,Western,Area 6,Friday,Afternoon,12,12730,506,504.20589164137385,0.1333190986280196,166,3,2.51500461709275
2023-02-25,Western,Area 2,Saturday,Afternoon,12,11284,621,613.7250452798536,0.11722947137101819,171,5,0.0
2023-02-26,Central,Area 1,Sunday,Morning,12,12421,610,639.1637633768447,0.12381838343669624,172,4,0.0
2023-02-27,Southern,Area 4,Monday,Morning,12,12030,634,619.8773693745707,0.11839852850847274,168,4,0.8360746997731892
2023-02-28,Western,Area 5,Tuesday,Afternoon,12,12216,676,682.6447951981944,0.12443824032928058,171,4,2.4076059740074216
2023-03-01,Southern,Area 4,Wednesday,Morning,12,12356,862,819.3322321888386,0.12408063981559041,162,3,8.068118261584138
2023-03-02,Central,Area 3,Thursday,Morning,12,12820,814,801.7023403824595,0.12920724933178115,167,4,7.098218396318026
2023-03-03,Central,Area 6,Friday,Afternoon,12,11272,728,707.7889267318831,0.11843201505342071,168,4,9.80041302384031
2023-03-04,Southern,Area 6,Saturday,Morning,12,11521,800,825.6937251968237,0.11910648179639166,157,5,6.839918644390569
2023-03-05,Southern,Area 5,Sunday,Morning,12,12674,834,839.4273069435591,0.12403897837946978,164,6,11.393641303614395
2023-03-06,Western,Area 4,Monday,Morning,12,11146,704,673.1820204292897,0.11850201565015127,163,6,7.892696884618493
2023-03-07,Central,Area 5,Tuesday,Morning,12,12700,852,891.5978718504751,0.13171511257652976,165,4,13.47818061050473
2023-03-08,Western,Area 4,Wednesday,Afternoon,12,12323,707,707.6911530808957,0.12461586774256675,166,5,7.164664526780983
2023-03-09,Central,Area 4,Thursday,Morning,12,12220,749,713.721756327672,0.12426203187789162,168,6,11.599988232350865
2023-03-10,Southern,Area 1,Friday,Afternoon,12,12414,684,656.7453163842837,0.11833964941064423,159,5,7.3116851653036585
2023-03-11,Central,Area 1,Saturday,Morning,12,12264,608,596.422416086554,0.12550081435642108,160,4,8.857409262451732
2023-03-12,Southern,Area 4,Sunday,Afternoon,12,12339,601,626.919276840376,0.12830068395839303,164,5,8.333390578720783
2023-03-13,Central,Area 3,Monday,Afternoon,12,12191,585,592.5968812003244,0.1278154578281241,168,4,4.834034601532354
2023-03-14,Southern,Area 1,Tuesday,Morning,12,12072,611,592.7523957416314,0.11693313264642924,163,6,4.142530877075075
2023-03-15,Western,Area 6,Wednesday,Morning,12,12200,383,397.6332443753885,0.12110739691325938,159,4,3.396852759983473
2023-03-16,Central,Area 1,Thursday,Afternoon,12,12452,511,530.3023914966362,0.11760142750354685,151,5,0.9667050734886796
2023-03-17,Western,Area 1,Friday,Morning,12,12138,426,423.91321133773283,0.126839612492806,159,4,3.040983007877819
2023-03-18,Central,Area 3,Saturday,Morning,12,11837,387,401.9042651951438,0.13100706405798934,161,3,0.39199482487313375
2023-03-19,Western,Area 3,Sunday,Afternoon,12,11808,454,435.5072402756502,0.12126499917951404,166,3,1.4686276968924636
2023-03-20,Southern,Area 4,Monday,Morning,12,12378,476,476.92330881693647,0.12066022194957725,162,5,5.306851096234887
2023-03-21,Southern,Area 2,Tuesday,Morning,12,12557,450,455.0977219487532,0.12879287610916454,161,6,3.8372387019880767
2023-03-22,Southern,Area 1,Wednesday,Afternoon,12,12467,445,456.25909703169265,0.12655417960804777,160,6,4.500857643670528
2023-03-23,Western,Area 4,Thursday,Morning,12,12277,500,489.8348163644954,0.1275608130142325,152,5,7.183698415639319
2023-03-24,Western,Area 5,Friday,Morning,12,12537,495,518.4749400587092,0.12454731454192365,157,5,9.75074501105647
2023-03-25,Central,Area 5,Saturday,Morning,12,12468,563,570.0763826862479,0.12110784034883489,154,4,10.669198590106404
2023-03-26,Central,Area 1,Sunday,Afternoon,12,12250,524,541.0721640210672,0.12693637705279864,164,5,11.267200800088684
2023-03-27,Central,Area 1,Monday,Morning,12,12192,507,514.1897414954979,0.12223630436186396,152,5,6.817274789717235
2023-03-28,Southern,Area 1,Tuesday,Morning,12,11585,740,733.1627824443442,0.1292460583659849,154,7,10.461280514288609
2023-03-29,Western,Area 3,Wednesday,Afternoon,12,12327,717,752.0487731822094,0.12298520408939176,161,4,9.705624142425588
2023-03-30,Western,Area 5,Thursday,Afternoon,12,12837,781,760.7791009874101,0.11824233270552857,160,5,10.23396190335146
2023-03-31,Central,Area 4,Friday,Morning,12,11773,682,656.6387117307198,0.11477790475614424,159,4,6.037158872321777
